teamId,TeamScore,Rank
103935567188806885,91780.49458385521,1
99566405944694628,88945.16277557453,2
105549984475833252,86607.24882984396,3
109783160511364305,84427.97535484965,4
107582613263241138,79349.14734319047,5
103877774634323825,79198.55554339598,6
103877879209300619,79131.8165638478,7
105301755072677196,78988.70686188531,8
104212474149188693,78335.54804980778,9
105593311172904657,77869.54999897753,10
105515266817621145,77433.63031471019,11
107456355516438414,75672.27116383295,12
108131965235538611,74690.13889659592,13
105520713962793016,74636.3531107891,14
107456284318482723,74429.04867648083,15
102787200130988976,74169.2860149269,16
107580444745581889,74015.90578669019,17
105536980594429116,73850.16817518987,18
108566004579728490,73662.28640125561,19
99566406070802758,73029.57976751319,20
99871276356460471,72648.74436556405,21
98926509884398584,72537.41785097905,22
106857755268998406,72506.33728043412,23
102747101562758215,72384.4611736669,24
108361550364038935,72326.77359803226,25
109631541326560210,72309.07652030938,26
105547976546505145,72288.09109669446,27
103877756742242918,72142.04854569316,28
109783170393931575,72109.05954864474,29
106827815539026710,72067.89412397296,30
109692071893352727,71671.54076945786,31
106827848618374543,71444.0651909432,32
107603551467692884,71402.85949514352,33
107603548241713732,71301.03214174986,34
105193385417106233,71196.96016148626,35
107599144012469862,71193.80353987466,36
107581178720470377,71102.180256715,37
99124844355850858,70984.19529485174,38
107599089191671351,70899.4492887618,39
109672618694070633,70888.61107845015,40
107468079354897663,70872.16379435177,41
107655539755387391,70533.11422525968,42
101383792891050518,70525.54295919818,43
108361563004344389,70447.71974610357,44
107581296208168309,70392.50225900006,45
106371176555003349,70316.73884370994,46
105519945593890595,70120.39031390313,47
101428372607057464,70104.0898049436,48
104710343016706538,70047.91078955287,49
107582598621022934,69978.21578971652,50
105519562229907355,69957.14637052333,51
107456352597333899,69947.58868950162,52
106972778172351142,69944.02737281162,53
105537444152141556,69919.27329347224,54
99566404581868574,69839.876158691,55
104234362586443283,69810.95569583318,56
105505619546859895,69729.98634279141,57
107564135791716115,69598.10750962372,58
107423086908356081,69541.76937671058,59
107110686951738484,69541.5331839513,60
98767991930907107,69530.04562096311,61
98767991897792379,69447.1057775204,62
107599174108436104,69406.49540008383,63
109480204628225868,69327.95906305019,64
105548019132871601,69292.3246694966,65
109485351596724390,69226.54918267796,66
105521402545275594,69155.90195856498,67
105301786369976273,69136.56705605419,68
109696138543579708,69135.13395936476,69
109692074894483834,69059.883052038,70
109783130654973406,68998.06492658734,71
106806779752531762,68982.48937354203,72
108319257932089006,68928.90391108686,73
103535282151674574,68864.0301621069,74
107582638341246907,68823.80285847154,75
98926509892121852,68753.13101259398,76
105913111502565010,68734.44179139326,77
101383792559569368,68696.90864806829,78
107598712583969458,68693.98477481585,79
109539675734129088,68616.58208662437,80
105519846782566525,68437.79577585697,81
107581733744920199,68343.04808798803,82
104843437139220481,68319.56981074973,83
107599112065439311,68308.76681464768,84
107456419134134246,68255.95724608506,85
107598785733448849,68254.81794729168,86
99124844354766222,68254.2794128187,87
98767991860392497,68229.56730320033,88
107582615829368757,68227.9170992993,89
105550051809743868,68199.30200531693,90
107467827374313054,68131.15784271793,91
101383793572656373,68083.19739778564,92
105594101461473671,68080.76906384672,93
101383793567806688,68033.43250562868,94
105397399468432537,67968.52659851353,95
107598704067400262,67900.4011812379,96
108517492697602721,67870.7927370778,97
100205576309502431,67847.27484630322,98
106806773698472633,67833.08560196184,99
104367072827489994,67823.45001974958,100
109783023470714128,67650.91383843966,101
105532791598779236,67638.0968623769,102
105550001032913831,67626.53274436253,103
108448995754333242,67612.26042791418,104
103935421249833954,67577.62223047616,105
99322214689444546,67565.17170087348,106
98767991935149427,67560.57749812007,107
104710354840711661,67547.7851924548,108
109671201259007744,67450.73432256492,109
98926509883054987,67396.21942249472,110
101383793569248484,67394.91376199013,111
108404211655217274,67391.82931018302,112
99566404585387054,67287.84971689359,113
105549997263803379,67286.98097061661,114
109637393694097670,67259.81731023357,115
99566408219409348,67224.63476856034,116
107563714667537640,67209.57935483422,117
102747101565183056,67199.4266995872,118
105550024238752685,67184.58210327661,119
107067065368380132,67179.50355471259,120
105594163014588871,67134.12195756064,121
102787200145472495,67099.24347453883,122
99566408221961358,67097.3106804461,123
109480056092207899,67069.3460925831,124
107582181197106556,66971.03391456946,125
105593129376630217,66902.89789626485,126
105521419784127190,66894.89747412686,127
99566406332122275,66894.0705204402,128
105515109012592449,66893.99526143372,129
107581209070519555,66851.88347131212,130
101428372603715124,66849.7185811883,131
102787200159169580,66810.17343022232,132
109698026697016325,66791.43430234851,133
102787200126663579,66777.66617026791,134
109698855806033734,66715.83761878565,135
105515345386578249,66712.67133128249,136
101383793195758800,66678.7395780318,137
109695924147263860,66660.40371690084,138
99294153828264740,66655.54249770378,139
99566408562477641,66633.21147244808,140
104016416551172375,66601.085734163,141
106222632206917342,66568.95770605592,142
105520824521753126,66528.18228505456,143
105521408363571548,66515.60979816946,144
109697689430777005,66508.9390453686,145
109704625422425316,66487.97107918846,146
100205573496804586,66443.79795507072,147
99566408358330419,66404.87798643089,148
101978171843206569,66392.11357458097,149
106421708401759879,66342.87079683495,150
105521412995449549,66337.12499572372,151
101428372602011186,66324.22027678571,152
105553729458550723,66303.35072419173,153
100205576307813373,66288.26050087037,154
105520077508552574,66282.62155187361,155
107423083507599175,66271.22204932623,156
99566408561605102,66266.15810641984,157
105550049871017396,66255.89444737029,158
109699038581250169,66209.49084087578,159
107648168744912288,66193.75716204543,160
104270958001747936,66183.71811118911,161
101428372598668846,66179.90289311406,162
105520822049210915,66160.21058163086,163
101388912911039804,66132.6734986481,164
99566404846951820,66126.65112330543,165
106269818143576465,66110.99315036653,166
107258254469504696,66094.17854173838,167
99294153824386385,66091.15437342403,168
103535282146169523,66082.36087488267,169
98767991940181526,66073.33348671962,170
106302593752767294,66071.41473043528,171
105193571520283762,66066.97393079763,172
107581689894520368,66044.77321078576,173
107422385694193066,65997.07395806535,174
105514967858969605,65958.6857414005,175
99566406065437842,65902.69210463854,176
107599040773840060,65889.34920966045,177
105549998884468136,65873.59371689135,178
109696047948627764,65865.4638723496,179
107581206998502078,65851.62839210864,180
108439036582886702,65805.01274339222,181
99566404848691211,65794.88552678697,182
105193554293818475,65790.5529088887,183
103935468920814040,65782.33042983178,184
98767991916844003,65778.15019501511,185
106300533256999014,65770.8006149833,186
109981647134921596,65762.72972548821,187
107574959289974368,65749.93234374047,188
103461966951059521,65737.08266580902,189
101383793574360315,65708.57487212951,190
107467834753797729,65696.89081575074,191
105593278887024877,65685.93018499474,192
103877589042434434,65674.30749785212,193
101428372600307248,65668.3277396124,194
103877891572305836,65663.95353087953,195
99566408356697119,65659.56356426534,196
108159958519099117,65609.85608026732,197
103461966965149786,65552.78874874585,198
99566404856367466,65539.68044598367,199
103535282140533402,65539.17713403267,200
110428362822825796,65534.655770646066,201
105549991104165282,65534.4458936864,202
103535282148790975,65467.84081075835,203
101422616509070746,65438.27535330513,204
99566408217116828,65404.88356029494,205
103461966971048042,65381.88293845554,206
99566406069969565,65377.277266189296,207
108319669531442279,65370.266754204255,208
107416342401528388,65349.42893745813,209
99566408217955692,65344.62693260843,210
105537408539332006,65333.13425882239,211
99566404579461230,65318.964536291314,212
105550003470349739,65303.20653828312,213
103878020539746273,65285.16622848072,214
100725845022060229,65283.07163000127,215
109828279319224248,65241.85563520009,216
107467794614674479,65224.066056037,217
105550033967461806,65205.088425840724,218
105549993449477104,65204.73717797128,219
106250729133367861,65180.506977681835,220
105594116005157262,65169.18068610926,221
106857734387052095,65168.60432570804,222
107565493716773932,65080.28606660935,223
103877675241047720,65075.25185768368,224
109783136441695429,65073.37133540689,225
106827765448944398,65065.23555520687,226
98767991959203254,65063.90623169068,227
105536738266035235,65063.82840308354,228
107582150625414483,65050.726151065894,229
110424397251619481,65031.67822009363,230
103963753080578719,65027.539530489936,231
109672446077514083,65014.81433812042,232
105397404796640412,64993.600599935635,233
105550042327365041,64920.05542936776,234
105520819263036609,64913.435660740404,235
105593161016793151,64910.9691790937,236
99566405123587075,64900.46983884865,237
99566404855553726,64867.995303565556,238
105521504308341229,64866.628140676745,239
109696115986547257,64818.06733931332,240
103935642731826448,64786.66897560143,241
99322214695067838,64764.158718076265,242
105549988405523871,64744.63831475139,243
102787200138722262,64699.79968908699,244
105520784254806142,64692.12085009163,245
103535282143744679,64653.20286906064,246
107581750701049485,64644.36988250814,247
107456994699991548,64632.432966839166,248
99566408222831088,64606.70902700206,249
104710682193583854,64589.16073087459,250
107603566520687175,64577.558651911066,251
107603586980602718,64569.23606356835,252
105550005698683818,64562.19370446748,253
107467803833323099,64561.17719479578,254
103461966981927044,64558.19328535244,255
105521451717484016,64545.9396333273,256
107598805167594304,64516.51145842168,257
103535282119620510,64512.981936073906,258
107423109717243380,64509.20352805577,259
105550036134585264,64485.369824301735,260
103461966975897718,64480.33495978505,261
104710316579222193,64466.62683509121,262
105549995617170853,64453.910099819004,263
107598878262940546,64417.41725104372,264
99566406064558732,64409.51288601936,265
99566408221114231,64368.49936811077,266
110733889090164854,64366.43806964594,267
101383792887446028,64338.01776262486,268
107599061926073885,64323.729904554195,269
107251231972989211,64316.71049034204,270
104251016988118464,64314.42800355916,271
109698030312834058,64302.23867074274,272
105594176887807460,64291.85594077426,273
99566405127798575,64288.481565724396,274
104367068120825486,64283.165268860495,275
107581738783262346,64278.0300002746,276
107128093558481418,64270.5703995544,277
104367099322647716,64171.28140652103,278
105521674055625312,64088.604103579375,279
107598780504331406,64079.925247109015,280
105594135137147298,64073.99843411677,281
98767991921462763,64067.867964713376,282
107598683861013570,64066.81471628864,283
107581755241449104,64066.19373112964,284
108361570687544399,64059.66372657672,285
107598699275015260,64049.0308155452,286
105537621677160078,64045.667704373845,287
105550054006182911,64030.67039288768,288
103495716836203404,64025.84885391751,289
107580455322240324,64022.1449219693,290
106295024192678387,63997.02314434384,291
103495716886587312,63990.15462833347,292
105532840001188717,63969.37807967917,293
105550047979361273,63957.35681370234,294
107597866344501908,63952.83031522542,295
107580497041999074,63923.231562383175,296
101428372605353526,63905.39783353748,297
105536643047197642,63904.419173654445,298
107700211633200412,63903.85474009818,299
100725845018863243,63875.87932933572,300
109523293035238887,63874.94342255748,301
105503535895066182,63843.97063976867,302
109674814051390025,63838.7605041345,303
105520788833075738,63811.901586864165,304
107416483509696259,63805.330723991414,305
109539873500788632,63791.79321581878,306
109696126554266494,63783.72275360356,307
106334794714373670,63765.58122712693,308
105520826536746180,63741.497931218066,309
107581761958954646,63735.816012317206,310
103535282138043022,63727.69610282837,311
106269859169658575,63714.65403055536,312
107597875833524424,63713.182932509175,313
102141671183409133,63711.89097383933,314
108159996371573462,63700.5980182585,315
102787200153467923,63632.887986936614,316
104202382255290736,63606.05827251675,317
104841890701948065,63592.08005953866,318
105536773074826367,63586.74837333653,319
107565477822627354,63574.17760434822,320
107580475800733004,63550.40615242385,321
104710359142494900,63539.376294158385,322
105504044166670507,63521.716062527,323
98767991926151025,63507.38703546068,324
98767991866488695,63415.67410763072,325
105593182576105603,63411.78564230653,326
104710373370426042,63410.832533222936,327
107564167676290839,63374.340781242936,328
107565448721890834,63367.27528128578,329
106382545123328648,63346.82874407117,330
105503948999800557,63335.47564277038,331
102787200151698443,63308.069174576114,332
105709099258505657,63304.68747216245,333
99566405128626825,63295.90368937063,334
109485342651298305,63290.85515182526,335
107581284487120142,63272.16913052481,336
107450819235010833,63262.73053734671,337
106301891501674861,63260.93086081137,338
110534728305628996,63260.19296353881,339
99566405124618295,63244.014663966,340
99124844358677975,63236.041396075176,341
107582169874155554,63220.16362577744,342
105520786527322647,63189.17981577725,343
109671413728531527,63163.96440909081,344
105521293297166647,63147.086307003,345
109698757443650056,63141.35125359812,346
103877554248683116,63111.312950277446,347
107599188771591359,63089.932189413885,348
105913232697120493,63078.154134296616,349
100205573495116443,63071.0130247158,350
109539776003058530,63068.51341487045,351
98926509885559666,63066.211607205245,352
106269804045322803,63037.935831381,353
98767991887166787,63033.46067190072,354
109676337359108345,63005.08026037606,355
99566406066182955,62996.347138331366,356
103963715924353674,62980.98932968755,357
104710383210356454,62943.94308839232,358
99566406334639907,62920.61980978142,359
105514907449611976,62920.348177760374,360
107598764318774383,62910.08752274655,361
98767991853197861,62865.02517994133,362
107582591908138922,62864.27485864839,363
105663527959374033,62852.07979875697,364
109642680932009857,62846.755091914296,365
109697683685398040,62822.0997492925,366
105503848339138647,62809.83877791844,367
98767991949608898,62803.560079459,368
107597858964689090,62771.95002643105,369
107582609836036013,62770.79628414999,370
102235771678061291,62714.832631357116,371
107581212180071788,62713.1085548347,372
99566405129589291,62650.15546374393,373
99566406338282437,62619.6524289134,374
107603544245460197,62617.421821323675,375
107582178455767077,62589.73730895233,376
107251374793416561,62572.56282838512,377
108203159356403647,62540.59789970212,378
105537947396116202,62524.3944319189,379
107598651997213225,62507.17289627194,380
107437032053655867,62504.369048423716,381
103535282135552642,62487.506313870625,382
108361552741927561,62484.65862084286,383
99566405130451785,62463.709506729,384
106250732506012141,62441.335957261515,385
107599485973747723,62414.0903225394,386
105519746234964687,62395.286057950245,387
98767991882270868,62359.43977958185,388
108078422885368642,62346.37639961624,389
107582176093752697,62308.97781325269,390
103535282113853330,62286.03583039916,391
102787200120306562,62279.84571335929,392
103935530333072898,62279.34580200068,393
103935523328473675,62274.90042097293,394
109631614501223948,62257.169701538514,395
98767991877340524,62255.54332364323,396
105537226118106446,62216.25481849803,397
109669678317817381,62211.41682395741,398
105559480124455983,62203.14140383076,399
105554088239949229,62200.9456523511,400
103935446548920777,62128.165215121655,401
108403526900459473,62122.572879578314,402
108573042084687884,62094.9162219678,403
105537149834356301,62078.798710981166,404
105550059790656435,62062.63504740415,405
107581300297680248,62024.848980617884,406
109485335453835911,62006.97419502184,407
105519977854458717,62001.73886436306,408
107599156601411192,61944.73791153339,409
107582641798795198,61935.551697630544,410
102787200124959636,61918.516733048265,411
110534751905120040,61911.66008806735,412
107251245690956393,61911.44010058386,413
103877625775457850,61892.70865532247,414
107179722233063345,61871.98317276023,415
107179740624168899,61851.40337145156,416
108203164850614211,61838.39611146172,417
107700208463820785,61809.32698609347,418
107251295460371069,61774.15984537517,419
104212455500985426,61757.80216093418,420
108361575122450254,61751.52100030276,421
99322214684939974,61744.95945012522,422
105515219038427019,61739.85977107634,423
106371141659311452,61706.44709693783,424
110418022381234710,61693.74051706158,425
107700204561086446,61691.20371682853,426
108352305932141947,61684.17214363952,427
108361565719424734,61649.58114232933,428
106857761435870473,61618.78247125754,429
105550026570060790,61617.04910300876,430
107580481273119961,61609.42851337991,431
107597870621708485,61590.40800194388,432
102787200155434012,61568.208428771955,433
108361545122797332,61560.180714803806,434
105536952747658409,61551.32319430136,435
109699042809864069,61513.50547779451,436
109671193729027761,61500.527977352554,437
107582173169864040,61499.68843344479,438
109642690191894407,61472.82088589319,439
102787200129022886,61459.41153497447,440
99566404847770461,61454.877182228396,441
109981678167856017,61434.94436257723,442
107700199633958891,61420.399158316744,443
109800832177252614,61413.87145340863,444
110492173877838150,61406.98342414615,445
106827827857159558,61403.13791749104,446
105520796734358045,61366.61796366445,447
105521706535388095,61353.7449312003,448
107760667929003738,61352.587532344165,449
102787200132955066,61311.60374936592,450
103535282158162659,61305.86248660814,451
107603596915629288,61254.17421272988,452
107582157086477662,61169.513132991946,453
105536918475957734,61154.71979844717,454
104228817622043824,61144.76172420301,455
99566404853854212,61141.38385667896,456
106857724782292541,61114.873655581905,457
105521637552587612,61110.779019244896,458
98767991846127102,61052.43530318262,459
106334802515490809,61033.68284417681,460
109695910533747910,60997.83052683834,461
99566404850008779,60932.4660573724,462
104710678170825211,60927.45700429238,463
100285330168091787,60926.93339437257,464
103461966986776720,60919.76832128259,465
110534714934488523,60897.9024874922,466
99566404853058754,60896.14288866575,467
107582184905264520,60884.50464952509,468
98767991892579754,60866.85487870226,469
99566405126602853,60854.839538909175,470
105351737774956843,60823.173160704726,471
108121047955658273,60745.92724848312,472
110424394375218208,60677.56757458547,473
108203169709977541,60670.83164983595,474
105351835580819729,60669.9317984263,475
107581765633427097,60668.11696836737,476
105520816474194464,60593.95343546502,477
107598788926820994,60553.57651161963,478
106827839261303409,60542.407308945854,479
105553606349477427,60511.54548078257,480
103877925817094140,60505.05875606644,481
110534741480867943,60484.351331784215,482
102787200149928963,60461.97024107542,483
107603600826620492,60446.734052935426,484
107598982142057588,60429.15504011589,485
105593951536470384,60304.951550994934,486
103535282124208038,60301.16011878489,487
108203154514683518,60281.364711601826,488
110534724851488577,60274.297128655286,489
109675484017801229,60221.112501158044,490
105543843212923183,60208.13564048203,491
109668849651338559,60098.66195502501,492
100289931264192378,60098.60444196567,493
105957640798249312,60090.47748236415,494
106827844148688268,60041.25346775357,495
99566404852189289,60037.91028746102,496
108203173414485265,59884.81655246159,497
106827823550343961,59855.14729426942,498
101428372830010965,59845.08467017276,499
107581287168722290,59784.19109265576,500
104710369093939895,59780.6557936504,501
107423075317119707,59768.64824972911,502
109631326144414089,59768.376591233806,503
99566404854685458,59745.218365685345,504
107603554304287575,59730.31195565638,505
99566406332987990,59709.275395783974,506
105553684493690219,59707.38381712324,507
108159890692353756,59705.391070783895,508
109696092218588987,59695.47913980626,509
105913238372341488,59692.960298917205,510
109981644490281844,59683.50420871983,511
99566406490127625,59674.71711102907,512
110425157952111645,59608.98032419863,513
102787200136756173,59526.0088051081,514
107582618156093368,59507.65108149037,515
109696073114910519,59400.48681246792,516
105521239281281237,59351.282877176185,517
101388912914513220,59295.54240315522,518
110383487456480967,59286.36692992827,519
105503778424809514,59261.264408382354,520
105593213115128994,59247.075893022164,521
103743162394217975,59190.05949961596,522
107251307514079872,59186.20537413394,523
108160026618060825,59151.515864236455,524
110534696811298545,59122.6798851136,525
109631610813971977,59034.629609835094,526
109783149221216052,58992.04172583973,527
110506938087991033,58619.51559026556,528
109981650516317055,58579.220232347354,529
105548000936710641,58517.8517497117,530
107580483738977500,58511.51807184122,531
109749493607708438,58496.49069367966,532
98767991954244555,58429.839188349215,533
107575082591536093,58326.03457373635,534
110425005562048945,58271.227890800175,535
108159917648031455,58127.83423374249,536
109675490370327425,58061.829134994325,537
102787200134790084,58058.16115579623,538
107251941920386009,57943.32092620028,539
99566404845279652,57772.5741253477,540
105913221137618666,57748.10316205372,541
110534749775658790,57562.11831774112,542
108203161924300737,57551.101913309336,543
103877976717529187,57547.480734811004,544
109783164711873455,57547.007479625194,545
99566406493155041,57449.940416091384,546
98767991871709842,57415.543085595265,547
102825747701670848,57268.11631094941,548
105520781900097659,57110.730632113155,549
108121051709036068,57055.83539877496,550
109782787975510889,56921.30265265373,551
106857739520697600,56361.83612831612,552
107581759470356115,55899.52597266056,553
107693836459380354,55657.1162196216,554
110733877357854829,55601.96865934276,555
109782867012820172,55486.30998001257,556
106827832203113865,55453.80485164467,557
104234144258996303,55333.01307135084,558
108361578564310810,55191.04732775552,559
110534732558665825,55146.34389559585,560
110733870612047344,54458.60507934791,561
110733864366329081,54203.71901412037,562
108159968741268165,54183.89171196591,563
106302119383559530,54022.086871889645,564
108018637503819612,53895.41578779789,565
105193481874236222,53155.72871324188,566
108203166973601408,52475.350547314636,567
109783124183318312,51930.37440620587,568
108565997404381643,50334.2051794895,569
105357803054359120,49690.48971722857,570
105301877841257613,49610.85528329894,571
108361537886099513,49471.04771066633,572
107635420167535818,49346.05034722095,573
99124844353216570,43037.05505002211,574
